category,title,context,group,url,contact
行政專用服務-行政資訊服務,重大訊息電子郵遞服務,"資訊服務處提供中研院內大量電子郵件寄送服務，一般寄送服務請在寄送前3個工作天提出申請；客製化內容的寄送服務，請在寄送前5個工作天提出申請。若需寄送郵件給全院同仁，請依中央研究院重大訊息電子郵遞作業要點，簽核至一層決行。

如欲申請寄送服務，請先下載大量訊息傳遞服務申請表並填寫相關資訊，經單位主管核可後，再送交資訊服務處服務台辦理，詳細說明請參考 https://its.sinica.edu.tw/pages/1701。",資訊,https://its.sinica.edu.tw/pages/1701,資訊服務處服務台 02-2789-8855
行政專用服務-行政資訊服務,院本部個人電腦,中研院院本部同仁因業務需要，有個人電腦軟硬體或周邊設備需求時，應填寫「院本部個人電腦軟硬體及周邊設備領用申請表」，經主管簽章同意後，由資訊服務處核實配發。可申請項目包括電腦、螢幕、隨身碟等。院本部各科室有新進同仁報到，請同仁於前2週提出申請，電腦周邊設備升級、擴充需單位主管核可，職務調動需變更位置時請請至資訊服務處行政室辦理相關程序，電腦逾財產年限汰換由資訊服務處主動處理。詳細院本部個人電腦相關資訊，請參閱https://its.sinica.edu.tw/pages/1702。,資訊,https://its.sinica.edu.tw/pages/1702,資訊服務處服務台 02-2789-8855
行政專用服務-行政資訊服務,院本部資訊設備借用,中研院院本部同仁因業務需借用資訊設備時，請至借用系統填寫「借用洽詢單」，資訊服務處即循借用流程處理。借用規則包括：限院本部同仁借用、採線上預約制度、借用前1日17時前完成預約、開放預約90日內設備、單一設備最長借用期30日。為免資料外流，設備歸還前需自行刪除個人資料。詳細資訊設備借用相關資訊，請參閱https://its.sinica.edu.tw/pages/1702。,資訊,https://its.sinica.edu.tw/pages/1702,資訊服務處服務台 02-2789-8855
行政專用服務-行政資訊服務,院本部共用磁碟空間,中研院院本部提供以科為單位的共用磁碟空間存放公務檔案，每科室上限200GB。如需共用儲存空間或人員異動，應填寫「院本部共用磁碟空間申請單」，經主管簽章同意後由資訊服務處開通使用。詳細共用磁碟空間相關資訊，請參閱https://its.sinica.edu.tw/pages/1702。,資訊,https://its.sinica.edu.tw/pages/1702,資訊服務處服務台 02-2789-8855
行政專用服務-行政資訊服務,無紙化會議系統,"為落實節能減碳行動，構了無紙化會議系統，提供會議前置作業、簽到退、資料查看、會後紀錄上傳等服務。歡迎同仁多加利用，以協助簡化開會作業與程序。登入系統的方法是，通過網址：https://mymeeting.sinica.edu.tw，或者通過「中研院入口網」系統(https://sso.sinica.edu.tw/) 進入無紙化會議系統。操作手冊可在系統公告清單查看。

此系統限定院內內部網路環境使用，訪客需在內部網路環境下使用email及會議室密碼登入。會議資訊非永久保留，如需保存請儘早下載。機敏會議資料不建議使用，所（中心）僅開放所層級實體會議使用。請參閱服務網頁說明https://its.sinica.edu.tw/pages/3734。",資訊,https://its.sinica.edu.tw/pages/3734,資訊服務處服務台 02-2789-8855
行政專用服務-網路資訊,網路障礙查修服務,中研院資訊服務處與各單位資訊室合作，提供網路應用支援及障礙排除服務。,資訊,https://its.sinica.edu.tw/pages/1705,資訊服務處服務台 02-2789-8855
行政專用服務-網路資訊,區域網路規劃與建置,提供各單位大樓網路設備及佈線規劃、建議和諮詢服務，並負責各單位既有大樓第三層網路交換器的汰換。院本部及宿舍網路佈線與維護，涵蓋院本部轄下院內各學人及職務宿舍與建物網路連線服務。推動院內廣域網路及骨幹網路更新。,資訊,https://its.sinica.edu.tw/pages/1706,資訊服務處服務台 02-2789-8855
行政專用服務-網路資訊,郵件伺服器集中過濾服務,提供中研院各所(處)、中心Email server集中過濾病毒與垃圾郵件服務。,資訊,https://its.sinica.edu.tw/pages/1707,資訊服務處服務台 02-2789-8855
行政專用服務-圖書資訊,本院圖書館自動化系統,中研院內各圖書館館員可利用圖書館自動化系統處理圖書館相關業務，館員在取得所需之作業權限前，需確實詳讀系統使用手冊(http://las.sinica.edu.tw/manual/)，並熟悉本院圖書館各工作小組及各館各模組之相關作業政策。申請權限方式，需先連線至中研院圖書館服務網頁之館員交流區裡圖書館自動化系統相關服務下之系統權限申請單下載系統權限申請單，申請單填寫完畢並由單位主管及權限審核者簽名確認後，可透過Email方式將申請單傳送至資訊處辦理，系統館員將於2個工作天內完成處理。,資訊,https://its.sinica.edu.tw/pages/1720,資訊服務處服務台 02-2789-8855
行政專用服務-圖書資訊,圖書相關電子資料庫建置平台服務,"中研院的資訊處基於服務院內各所，提供伺服器設備供電子資料庫之安裝與使用，方便各項資源的有效利用。電子資料庫的採購單位應優先選擇廠商已有提供客戶線上連線使用該資料庫之方案，且該資料庫需為中研院三個或以上的單位有共同使用需求，作業系統平台以Linux、Windows相容系統為範圍，此外，該資料庫系統必須能夠提供網址(IP address)、具有或承諾未來提供群組使用分類排序之使用統計數據，做為年度使用狀況之依據。

在採購前，先與資訊處召開諮詢會議，再依據中央研究院資訊服務處電子資料庫建置平台使用申請表格式，說明資料庫的用途、資料量大小和建置環境規格，並提供相關的需求和時程等相關資訊，然後將所填寫的申請表經所方簽署後，送至資訊服務處進行處理，處理時間約需 5到7 個工作天。

費用的分攤方式，如：移機、轉置、資料庫更新、介面改版等資料庫相關維護等，其費用由訂購單位支付，資訊服務處內部作業之需求者，則由資訊服務處支付。",資訊,https://its.sinica.edu.tw/pages/1721,資訊服務處服務台 02-2789-8855
行政專用服務-資安專區,資安通報流程,中研院各單位於發生資安事件發生時，通報流程圖請參考網站 https://its.sinica.edu.tw/posts/119676，通報資訊服務處資安小組即時掌握事件狀況，由資安小組依照事件類型進行處理，透過這些通報、處理機制，可有效防止事件擴大造成影響。,資訊,https://its.sinica.edu.tw/posts/119676,資訊服務處服務台 02-2789-8855
行政專用服務-資安專區,預警通報,"為了協助各所/中心推動資安維運作業，中研院資訊服務處擬透過導入資訊安全設備日誌，建置資訊安全事件管理平台 (Security Information Event Management, SIEM)。該平台將以資訊服務處既有架構與規則為基礎，篩選大量資安事件資料，提供各所/中心即時探測資安事件的發生，並發送通報警訊。一旦事件發生，即可立即處理，供資安人員分析與後續事件處理。

通報方式採用本院Redmine資安事件管立平台。

詳細申請及通報方式請參考https://its.sinica.edu.tw/pages/1742。",資訊,https://its.sinica.edu.tw/pages/1742,資訊服務處服務台 02-2789-8855
行政專用服務-資安專區,源碼檢測,資訊服務處提供源碼檢測服務，又稱白箱測試、靜態測試，在不需要執行程式碼的情況下，針對原始碼的內容進行分析，透過對於已知弱點特性的比對，指出有安全問題的程式碼的位置，協助開發人員進行修補，例如編譯器即為原始碼檢測的應用之一。目前中研院資訊服務處所使用的原始碼檢測工具為Checkmarx，若有需要申請源碼檢測，請填寫資訊處電子服務台提出申請，目前提供院內服務免費申請使用。其他詳細說明請參考https://its.sinica.edu.tw/posts/119687。,資訊,https://its.sinica.edu.tw/posts/119687,資訊服務處服務台 02-2789-8855
行政專用服務-資安專區,主機檢測,中研院資訊服務處為預防當主機存在弱點(作業系統或資料庫管理系統存在未經修補的漏洞)，被駭客利用來竊取資料，甚至淪為駭客的攻擊工具。目前中央研究院資訊處所使用的主機弱點檢測工具為 Tenable 的 Nessus ，該軟體能系統化地檢測主機的弱點，以協助單位評估與管理各項弱點及威脅，進而強化其安全需求。若有需要申請主機檢測，請填寫資訊處電子服務台提出申請，目前提供院內服務免費申請使用。相關詳細說明請參考：https://its.sinica.edu.tw/posts/119689,資訊,https://its.sinica.edu.tw/posts/119689,資訊服務處服務台 02-2789-8855
行政專用服務-資安專區,全院型主機弱點掃描服務平台,資訊服務處提供主機弱點掃描服務平台(Tenable Security Center)供各所中心使用，該平台能以系統化方式檢測及管理主機弱點，有效協助各所中心評估與管理各項主機弱點及威脅，詳細服務說明請參考：https://its.sinica.edu.tw/pages/3608,資訊,https://its.sinica.edu.tw/pages/3608,資訊服務處服務台 02-2789-8855
行政專用服務-資安專區,網頁弱點掃描,"中研院資訊服務處使用AppScan軟體進行網頁資安漏洞掃描（黑箱測試）。AppScan是自動化弱點掃描工具，檢測網頁應用程式的安全漏洞，並提供解決方案及報表。其目的在於簡化安全性問題的發現與修復，降低資訊安全維護成本，確保企業網站安全運行並符合各項必須遵守的規範。

如果想要申請網頁檢測服務，可以填寫資訊服務處的電子服務台之服務洽詢單(https://8855.sinica.edu.tw)，並提供掃描標的名稱、IP和網址。資訊服務處的承辦人會通知洽詢單位掃瞄作業之時程及相關配合事項。掃瞄完成後，資訊服務處會提供漏洞資訊、修改建議和諮詢服務。",資訊,https://its.sinica.edu.tw/posts/119688,資訊服務處服務台 02-2789-8855
全院共用服務-資安專區,資安政策介紹,"中央研究院資通安全暨個人資料保護政策及規範

中央研究院應建立可信賴之資通作業環境，確保資料、系統、設備及網路之安全，以協助本院研究及行政工作之正常運作，並依照個人資料保護法及其施行細則，提供管理階層對依法保護個人資料之支持與承諾。

中研院應依下列原則確保本院各項資通資產及其使用者，符合資通安全要求：1.學術研究、行政支援之相關電子資料，以及傳輸、儲存與處理此等資料之網路、電腦及程式等皆屬資通資產；確保本院資通資產之安全，為全院人員之共同責任。2.應妥適保護所屬資通資產之機密性、完整性及可用性。3.人員應遵守資通安全相關法令及本院相關規定。各單位若有資通資產之委外建置、維護等案件時，亦應遵守前述法令及規定。

中研院應依法蒐集、處理及利用個人資料，以保護當事人權益，並促進個人資料之合理利用。

中研院應綜合考量各項資通資產之重要性及價值，採行與資通資產價值相稱及具成本效益之安全措施，避免因人為疏失、蓄意或自然災害等事故，致資通資產遭不當使用、洩漏、竄改或破壞，影響及危害研究工作與行政支援。

中研院應依相關法令及標準，就下列事項訂定實施要點或作業程序，經資通安全暨個人資料保護委員會審議通過，院長核定後實施。1.人員管理暨資通安全訓練。2.電腦機房安全管理。3.網路安全管理。4.電腦系統安全管理。5.應用系統存取控制管理。6.應用系統發展及維護安全管理。7.電子資料安全管理。8.個人資料保護暨安全維護。9.其他有關資通安全、個人資料保護等事項。前項所稱相關法令，包括國家機密保護法、個人資料保護法、著作權法、電子簽章法、資通安全管理法及其子法等法規。相關法令應刊載於本院全球資訊網，並依法令之增減或修訂更新相關網頁。

中研院有關資通安全事項分工如下：1.資通安全長由副院長或秘書長擔任，主管全院資通安全事務。2.設「資通安全暨個人資料保護委員會」審議資通安全暨個人資料保護事項。3.各單位均應指派資通安全主管(由單位副主管以上主管擔任)與資通安全連絡人。4.設「資通安全稽核小組」會同政風室辦理資通安全稽核事項。5.資通安全計畫與技術規範之規劃、評估、研擬，以及相關服務、教育訓練、宣導及統合協調等事項，由資訊服務處負責辦理。6.資料及應用系統安全之需求研議、使用管理及維護等事項，由業務承辦單位或使用單位負責辦理。7.資訊服務處應設「資通安全事件處理小組」，處理本院緊急或重大資通安全事件。8.資訊機密維護事項，由政風室會同相關單位辦理。

為降低資通安全事件造成之損害，應建立相關通報與處理程序，並詳加記錄。",資訊,https://www.sinica.edu.tw/CP/375,資訊服務處服務台 02-2789-8855
全院共用服務-資安專區,資安規章,"中央研究院個人資料保護暨安全維護規範實施要點

一、中央研究院（以下簡稱本院）為落實本院所保有個人資料（以下簡稱個資）檔案之依法管理及安全維護，爰依個人資料保護法（以下簡稱個資法）施行細則第二十四條之規定，特訂定本要點。
二、本要點之用詞除參照個資法第二條各款外，新增用詞定義如下：
(一)個資欄位：指個資法第二條第一款所列舉個資之個別項目。
(二)個資紀錄：指個別當事人全部個資欄位之集合。
(三)個資去識別化：指藉由代碼替換、刪除或隱藏部份個資欄位，使該個資紀錄無法直接識別當事人。
(四)本院法定職務：指本院組織法第二條、第二十三條所規定之學術研究任務及行政工作事項。
三、本院及所屬單位蒐集、處理或利用個資應為執行本院法定職務所必要；利用個資並應與蒐集之特定目的相符，或具備個資法第十六條但書之合法依據。
四、本院及所屬單位蒐集個資紀錄，宜採電子型式由當事人自行填寫，並限於特定目的不可或缺之個資欄位。當事人所填寫之個資欄位內容，必要時由本院相關法定職務之執行人員依據事實加以查證。
五、本院及所屬單位對個人蒐集資料應以最小蒐集為原則，其無須識別當事人者，不應蒐集可識別資料。
六、本院各研究所(處)、中心因學術研究計畫須利用個資，其無須識別當事人者應以去識別化方式為之。前項個人資料除客觀上已無對應可能外，應自當事人請求起，停止處理及利用。
七、本院各項行政工作法定職務之辦理或掌理單位應定期盤點保有之個資檔案，由院本部指定專責單位彙整陳報院長或其授權人員核定後，依個資法第十七條之規定公開於本院網站。
八、本院各研究所(處)、中心因學術研究計畫而保有個資者，應定期盤點保有之個資檔案，陳報院長或其授權人員核定後，依個資法第十七條之規定公開於本院網站；所公開之個資檔案適用範圍僅限於參與該學術研究計畫之研究所(處)、中心。
九、本院及所屬單位處理個資檔案，應遵循本院資通安全管理規範實施要點之規定。本院及所屬單位遇有個資檔案遭毀損、竊取、洩漏、竄改或其他侵害情事， 應依據前開要點所定資通安全事件通報及應變事項處置。
十、本院及所屬單位應指定專人辦理單位內之下列事項：
(一)辦理當事人依個資法第十條及第十一條第一項至第四項所定請求事項之考核。
(二)辦理個資法第十一條第五項及第十二條所定通知事項之考核。
(三)個資法第十七條所定公開或供公眾查閱。
(四)個資法第十八條所定個人資料檔案安全維護。
(五)個資保護事項之協調聯繫。
(六)單位內個資損害預防及危機處理應變之通報。
(七)個資保護之自行查核及本院個資保護規章之執行。
十一、本院院本部應設置個資保護聯絡窗口，辦理下列事項：
(一)公務機關間個人資料保護業務之協調聯繫及緊急應變通報。
(二)以非自動化方式檢索、整理之個人資料安全事件之通報。
(三)重大個人資料外洩事件之民眾聯繫單一窗口。
(四)本院及所屬單位個資專人名冊之製作及更新。
(五)本院及所屬單位個資專人與職員工教育訓練名單及紀錄之彙整。",資訊,https://www.sinica.edu.tw/CP/377,資訊服務處服務台 02-2789-8855
全院共用服務-資安專區,資安規章,"中央研究院資通安全暨個人資料保護委員會設置要點

中央研究院為推動各單位強化資通安全及個人資料保護之管理，建立安全可信賴之研究及行政環境，設置中研院資通安全暨個人資料保護委員會。

中研院資通安全暨個人資料保護委員會審議下列事項：1.人員管理暨資通安全訓練。 2.電腦機房安全管理。3.網路安全管理。4.電腦系統安全管理。5.應用系統存取控制管理。6.應用系統發展及維護安全管理。7.電子資料安全管理。8.個人資料安全維護規定。9.資通安全管理制度推動。10.其他有關資通安全及個人資料保護事項。

中研院資通安全暨個人資料保護委員會置委員十九至二十三人，其中當然委員，由本院資通安全長、資訊業務諮議委員會召集人、資訊科學研究所所長、資訊科技創新研究中心主任及院本部各處室主管擔任；聘任委員六至八人，陳請院長遴聘，其中三人由資訊業務諮議委員會推薦。本委員會置召集人一人，由資通安全長擔任。本委員會委員聘期二年，連聘得連任之。委員會秘書作業由資訊服務處負責辦理。

中研院資通安全暨個人資料保護委員會每六個月召開會議一次，必要時得召開臨時會議。召集人為會議主席，召集人未能出席時，指定委員一名代理之。",資訊,https://www.sinica.edu.tw/CP/374,資訊服務處服務台 02-2789-8855
